AGREGAÇÃO,LOCALIDADE,RECONHECIMENTO,GESTOR,TIPO,FONTE,EIXO,SUBEIXO,FINALIDADE,PAGO/CONCEDIDO,PAGO_CONCEDIDO_NUM,GESTOR_NOME,GESTOR_SIGLA_NOME
Municipal,LINDOLFO COLLOR,Situação de Emergência,MDS,Recursos Novos,Orçamento Federal,Cuidado com as Pessoas,Recursos Novos,Bolsa Família: novas famílias incluídas,42770.0,42770.0,"Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome","MDS (Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome)"
Municipal,LINDOLFO COLLOR,Situação de Emergência,MEC,Recursos Novos,Orçamento Federal,Medidas para os Municípios,Educação,Alimentação escolar: parcela extra,16927.4,16927.4,Ministério da Educação,MEC (Ministério da Educação)
Municipal,LINDOLFO COLLOR,Situação de Emergência,MF,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do IRPF,248780.0,248780.0,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,LINDOLFO COLLOR,Situação de Emergência,MF,Prorrogação,Financiamento,Apoio às Empresas,Prorrogações,Prorrogação de tributos e suspensão de dívidas,156220.11243807038,156220.11243807038,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,LINDOLFO COLLOR,Situação de Emergência,MF,Recursos Novos,Financiamento,Apoio às Empresas,Crédito para Agricultores,PRONAMPE SOLIDÁRIO,1444800.0,1444800.0,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,LINDOLFO COLLOR,Situação de Emergência,MF,Recursos Novos,Financiamento,Apoio às Empresas,Crédito para Empresas,Programa Emergencial de Acesso a Crédito (PEAC),550000.0,550000.0,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,LINDOLFO COLLOR,Situação de Emergência,MIDR,Recursos Novos,Orçamento Federal,Cuidado com as Pessoas,Recursos Novos,Auxílio Reconstrução,1489200.0,1489200.0,Ministério da Integração e do Desenvolvimento Regional,MIDR (Ministério da Integração e do Desenvolvimento Regional)
Municipal,LINDOLFO COLLOR,Situação de Emergência,MIDR,Recursos Novos,Orçamento Federal,Medidas para os Municípios,Defesa Civil,"Defesa Civil: resgate, resposta e reconstrução",822301.02,822301.02,Ministério da Integração e do Desenvolvimento Regional,MIDR (Ministério da Integração e do Desenvolvimento Regional)
Municipal,LINDOLFO COLLOR,Situação de Emergência,MS,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do Piso Nacional da Enfermagem,10859.3,10859.3,Ministério da Saúde,MS (Ministério da Saúde)
Municipal,LINDOLFO COLLOR,Situação de Emergência,MTE,Antecipação,Financiamento,Cuidado com as Pessoas,Antecipação,FGTS - Saque Calamidade,3913932.99,3913932.99,Ministério do Trabalho e Emprego,MTE (Ministério do Trabalho e Emprego)
Municipal,LINDOLFO COLLOR,Situação de Emergência,MTE,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Abono Salarial,622334.0,622334.0,Ministério do Trabalho e Emprego,MTE (Ministério do Trabalho e Emprego)
Municipal,LINHA NOVA,Situação de Emergência,MDS,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do Auxílio-Gas,408.0,408.0,"Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome","MDS (Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome)"
Municipal,LINHA NOVA,Situação de Emergência,MDS,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do Bolsa-Família,10610.0,10610.0,"Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome","MDS (Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome)"
Municipal,LINHA NOVA,Situação de Emergência,MDS,Recursos Novos,Orçamento Federal,Cuidado com as Pessoas,Recursos Novos,Bolsa Família: novas famílias incluídas,750.0,750.0,"Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome","MDS (Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome)"
Municipal,LINHA NOVA,Situação de Emergência,MEC,Recursos Novos,Orçamento Federal,Medidas para os Municípios,Educação,Alimentação escolar: parcela extra,1041.2,1041.2,Ministério da Educação,MEC (Ministério da Educação)
Municipal,LINHA NOVA,Situação de Emergência,MF,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do IRPF,51752.0,51752.0,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,LINHA NOVA,Situação de Emergência,MF,Recursos Novos,Financiamento,Apoio às Empresas,Crédito para Agricultores,PRONAMPE SOLIDÁRIO,44410.0,44410.0,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,LINHA NOVA,Situação de Emergência,MIDR,Recursos Novos,Orçamento Federal,Cuidado com as Pessoas,Recursos Novos,Auxílio Reconstrução,5100.0,5100.0,Ministério da Integração e do Desenvolvimento Regional,MIDR (Ministério da Integração e do Desenvolvimento Regional)
Municipal,LINHA NOVA,Situação de Emergência,MTE,Antecipação,Financiamento,Cuidado com as Pessoas,Antecipação,FGTS - Saque Calamidade,653151.4,653151.4,Ministério do Trabalho e Emprego,MTE (Ministério do Trabalho e Emprego)
Municipal,LINHA NOVA,Situação de Emergência,MTE,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Abono Salarial,62722.0,62722.0,Ministério do Trabalho e Emprego,MTE (Ministério do Trabalho e Emprego)
Municipal,MAÇAMBARÁ,Situação de Emergência,MDS,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do Auxílio-Gas,7344.0,7344.0,"Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome","MDS (Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome)"
Municipal,MAÇAMBARÁ,Situação de Emergência,MDS,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do Bolsa-Família,440750.0,440750.0,"Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome","MDS (Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome)"
Municipal,MAÇAMBARÁ,Situação de Emergência,MDS,Recursos Novos,Orçamento Federal,Cuidado com as Pessoas,Recursos Novos,Bolsa Família: novas famílias incluídas,49622.0,49622.0,"Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome","MDS (Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome)"
Municipal,MAÇAMBARÁ,Situação de Emergência,MEC,Recursos Novos,Orçamento Federal,Medidas para os Municípios,Educação,Alimentação escolar: parcela extra,1095.8,1095.8,Ministério da Educação,MEC (Ministério da Educação)
Municipal,MAÇAMBARÁ,Situação de Emergência,MF,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do IRPF,221968.0,221968.0,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,MAÇAMBARÁ,Situação de Emergência,MF,Recursos Novos,Financiamento,Apoio às Empresas,Crédito para Agricultores,PRONAF/PRONAMP,80000.0,80000.0,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,MAÇAMBARÁ,Situação de Emergência,MF,Recursos Novos,Financiamento,Apoio às Empresas,Crédito para Agricultores,PRONAMPE SOLIDÁRIO,29166.0,29166.0,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,MAÇAMBARÁ,Situação de Emergência,MF,Recursos Novos,Financiamento,Apoio às Empresas,Crédito para Empresas,Programa Emergencial de Acesso a Crédito (PEAC),479000.0,479000.0,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,MAÇAMBARÁ,Situação de Emergência,MF,Recursos Novos,Orçamento Federal,Apoio às Empresas,Crédito para Empresas,Crédito a empresas de todos os portes via Fundo Social,73577133.9,73577133.9,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,MAÇAMBARÁ,Situação de Emergência,MS,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do Piso Nacional da Enfermagem,6839.93,6839.93,Ministério da Saúde,MS (Ministério da Saúde)
Municipal,MAÇAMBARÁ,Situação de Emergência,MTE,Antecipação,Financiamento,Cuidado com as Pessoas,Antecipação,FGTS - Saque Calamidade,146092.95,146092.95,Ministério do Trabalho e Emprego,MTE (Ministério do Trabalho e Emprego)
Municipal,MAÇAMBARÁ,Situação de Emergência,MTE,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Abono Salarial,89909.0,89909.0,Ministério do Trabalho e Emprego,MTE (Ministério do Trabalho e Emprego)
Municipal,MACHADINHO,Situação de Emergência,MDS,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do Auxílio-Gas,2448.0,2448.0,"Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome","MDS (Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome)"
Municipal,MACHADINHO,Situação de Emergência,MDS,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do Bolsa-Família,118218.0,118218.0,"Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome","MDS (Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome)"
Municipal,MACHADINHO,Situação de Emergência,MDS,Recursos Novos,Orçamento Federal,Cuidado com as Pessoas,Recursos Novos,Bolsa Família: novas famílias incluídas,4475.0,4475.0,"Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome","MDS (Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome)"
Municipal,MACHADINHO,Situação de Emergência,MEC,Recursos Novos,Orçamento Federal,Medidas para os Municípios,Educação,Alimentação escolar: parcela extra,380.8,380.8,Ministério da Educação,MEC (Ministério da Educação)
Municipal,MACHADINHO,Situação de Emergência,MF,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do IRPF,277534.0,277534.0,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,MACHADINHO,Situação de Emergência,MF,Recursos Novos,Financiamento,Apoio às Empresas,Crédito para Agricultores,PRONAF/PRONAMP,474000.0,474000.0,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,MACHADINHO,Situação de Emergência,MF,Recursos Novos,Financiamento,Apoio às Empresas,Crédito para Agricultores,PRONAMPE SOLIDÁRIO,195000.0,195000.0,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,MACHADINHO,Situação de Emergência,MF,Recursos Novos,Orçamento Federal,Apoio às Empresas,Crédito para Empresas,Crédito a empresas de todos os portes via Fundo Social,1430674.89,1430674.89,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,MACHADINHO,Situação de Emergência,MIDR,Recursos Novos,Orçamento Federal,Medidas para os Municípios,Defesa Civil,"Defesa Civil: resgate, resposta e reconstrução",116012.8,116012.8,Ministério da Integração e do Desenvolvimento Regional,MIDR (Ministério da Integração e do Desenvolvimento Regional)
Municipal,MACHADINHO,Situação de Emergência,MS,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do Piso Nacional da Enfermagem,13894.6,13894.6,Ministério da Saúde,MS (Ministério da Saúde)
Municipal,MACHADINHO,Situação de Emergência,MTE,Antecipação,Financiamento,Cuidado com as Pessoas,Antecipação,FGTS - Saque Calamidade,1014340.82,1014340.82,Ministério do Trabalho e Emprego,MTE (Ministério do Trabalho e Emprego)
Municipal,MACHADINHO,Situação de Emergência,MTE,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Abono Salarial,238435.0,238435.0,Ministério do Trabalho e Emprego,MTE (Ministério do Trabalho e Emprego)
Municipal,MAMPITUBA,Situação de Emergência,MDS,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do Auxílio-Gas,2040.0,2040.0,"Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome","MDS (Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome)"
Municipal,MAMPITUBA,Situação de Emergência,MDS,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do Bolsa-Família,160362.0,160362.0,"Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome","MDS (Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome)"
Municipal,MAMPITUBA,Situação de Emergência,MDS,Recursos Novos,Orçamento Federal,Cuidado com as Pessoas,Recursos Novos,Bolsa Família: novas famílias incluídas,9720.0,9720.0,"Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome","MDS (Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome)"
Municipal,MAMPITUBA,Situação de Emergência,MEC,Recursos Novos,Orçamento Federal,Medidas para os Municípios,Educação,Alimentação escolar: parcela extra,5926.0,5926.0,Ministério da Educação,MEC (Ministério da Educação)
Municipal,MAMPITUBA,Situação de Emergência,MF,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do IRPF,80666.0,80666.0,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,MAMPITUBA,Situação de Emergência,MF,Prorrogação,Financiamento,Apoio às Empresas,Prorrogações,Prorrogação de tributos e suspensão de dívidas,43717.84517647058,43717.84517647058,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,MAMPITUBA,Situação de Emergência,MPS,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação dos Benefícios Previdenciários,557626.34,557626.34,Ministério da Previdência Social,MPS (Ministério da Previdência Social)
Municipal,MAMPITUBA,Situação de Emergência,MS,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do Piso Nacional da Enfermagem,3214.92,3214.92,Ministério da Saúde,MS (Ministério da Saúde)
Municipal,MAMPITUBA,Situação de Emergência,MTE,Antecipação,Financiamento,Cuidado com as Pessoas,Antecipação,FGTS - Saque Calamidade,36302.13,36302.13,Ministério do Trabalho e Emprego,MTE (Ministério do Trabalho e Emprego)
Municipal,MAMPITUBA,Situação de Emergência,MTE,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Abono Salarial,68732.0,68732.0,Ministério do Trabalho e Emprego,MTE (Ministério do Trabalho e Emprego)
Municipal,MAMPITUBA,Situação de Emergência,MTE,Recursos Novos,Orçamento Federal,Cuidado com as Pessoas,Recursos Novos,Seguro desemprego,14269.67,14269.67,Ministério do Trabalho e Emprego,MTE (Ministério do Trabalho e Emprego)
Municipal,MANOEL VIANA,Situação de Emergência,MDS,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do Auxílio-Gas,4080.0,4080.0,"Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome","MDS (Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome)"
Municipal,MANOEL VIANA,Situação de Emergência,MDS,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do Bolsa-Família,347765.0,347765.0,"Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome","MDS (Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome)"
Municipal,MANOEL VIANA,Situação de Emergência,MDS,Recursos Novos,Orçamento Federal,Cuidado com as Pessoas,Recursos Novos,Bolsa Família: novas famílias incluídas,14950.0,14950.0,"Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome","MDS (Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome)"
Municipal,MANOEL VIANA,Situação de Emergência,MEC,Recursos Novos,Orçamento Federal,Medidas para os Municípios,Educação,Alimentação escolar: parcela extra,7236.4,7236.4,Ministério da Educação,MEC (Ministério da Educação)
Municipal,MANOEL VIANA,Situação de Emergência,MEC,Recursos Novos,Orçamento Federal,Medidas para os Municípios,Educação,Programa Dinheiro Direto na Escola (PDDE): limpeza e reparos,7600.0,7600.0,Ministério da Educação,MEC (Ministério da Educação)
Municipal,MANOEL VIANA,Situação de Emergência,MF,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do IRPF,292915.0,292915.0,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,MANOEL VIANA,Situação de Emergência,MF,Prorrogação,Financiamento,Apoio às Empresas,Prorrogações,Prorrogação de tributos e suspensão de dívidas,753403.4269636576,753403.4269636576,Ministério da Fazenda,MF (Ministério da Fazenda)
